Number,Station name,Latitude,Longitud
55325,TAMWORTH AIRPORT AWS,-31.074,150.836
55327,TAMWORTH (OXLEY LANE),-31.126,150.832
56002,ARMIDALE (RADIO STATION 2AD),-30.517,151.668
56006,BUNDARRA POST OFFICE,-30.171,151.076
56008,DEEPWATER POST OFFICE,-29.442,151.848
56009,EMMAVILLE POST OFFICE,-29.445,151.599
56011,GLEN INNES POST OFFICE,-29.737,151.737
56012,GLEN INNES GASWORKS,-29.750,151.733
56015,GLEN MORRISON POST OFFICE,-31.183,151.533
56016,GUYRA POST OFFICE,-30.220,151.671
56017,INVERELL COMPARISON,-29.778,151.111
56019,KELLYS PLAIN (HAROLDSTON),-30.600,151.600
56021,MOUNT TOPPER STATE FOREST,-29.917,151.217
56022,LEGUME (NEW KOREELAH),-28.462,152.351
56023,OLD KOREELAH (MCPHERSON),-28.393,152.416
56026,RED RANGE (VICTORIA ST),-29.775,151.894
56028,URALLA (SALISBURY COURT),-30.734,151.511
56029,EMMAVILLE (STRATHBOGIE),-29.456,151.479
56032,TENTERFIELD (FEDERATION PARK),-29.048,152.017
56033,TINGHA POST OFFICE,-29.955,151.211
56035,WALCHA POST OFFICE,-30.985,151.594
56036,WANDSWORTH (STRABANNE),-30.066,151.520
56037,ARMIDALE (TREE GROUP NURSERY),-30.524,151.672
56038,WYLIE CREEK (ALOOMBA),-28.553,152.158
56040,CULLENDORE (ASHGLEN),-28.480,152.103
56041,BONSHAW (MONKSTADT),-29.133,151.450
56044,TENTERFIELD (SAILOR JACK),-28.951,151.755
56052,TENTERFIELD (MOLE STATION),-29.099,151.742
56055,MOLE RIVER (TRENAYR),-29.021,151.615
56057,TENTERDEN (BALOOK),-30.087,151.391
56075,WALCHA ROAD ( BOXLEY),-31.034,151.441
56077,WALCHA (CRAIGDARROCH),-31.068,151.502
56080,GLEN MORRISON (MILLBANK),-31.218,151.520
56083,GLEN MORRISON (BRANGA PLAINS),-31.264,151.547
56095,WELLINGROVE (BRYDONE),-29.578,151.556
56096,GLEN INNES (REDDESTONE (REDBANK)),-29.591,151.627
56100,WELLINGROVE (WANGALEA),-29.630,151.567
56102,REDDESTONE (LONEWOOD),-29.637,151.681
56111,ELSMORE (DANTHONIA),-29.783,151.362
56120,ELSMORE (NEWSTEAD NORTH),-29.817,151.350
56121,ELSMORE (PARADISE CREEK),-29.880,151.414
56123,ELSMORE (PARADISE STATION),-29.878,151.466
56139,BEN LOMOND (KOALA),-29.947,151.607
56144,BOOROLONG,-30.300,151.500
56149,YARROW CREEK,-29.800,152.000
56161,GUYRA (GOWAN BRAE),-30.156,151.876
56163,MOUNT MITCHELL (TIRRANNA),-30.001,151.853
56165,ELSMORE (ELMORE STATION),-29.811,151.233
56167,STANBOROUGH (ROCKFIELD),-30.003,151.083
56169,TINGHA (CHESTERTON),-30.024,151.146
56180,BUNDARRA (SOUTH WINSCOMBE),-30.298,151.077
56205,PINKETT (BENBOOKRA),-29.899,151.965
56214,BUNDARRA (WILLOWBANK),-30.312,150.996
56229,GUYRA HOSPITAL,-30.212,151.679
56238,ARMIDALE AIRPORT AWS,-30.527,151.616
56243,GLEN INNES AIRPORT AWS,-29.678,151.694
57000,ABERFOYLE,-30.267,152.017
57001,EBOR (GLENOWEN),-30.366,152.232
57003,BONALBO POST OFFICE,-28.737,152.623
57004,DALMORTON HOMESTEAD,-29.832,152.407
57005,DRAKE (VILLAGE RESOURCE CENTRE),-28.928,152.376
57008,GEORGES CREEK,-30.750,152.200
57009,GIRARD STATE FOREST,-28.900,152.300
57010,EBOR (KOTUPNA),-30.433,152.329
57011,JEOGLA STATION,-30.577,152.110
57012,KILCOY,-30.433,152.000
57014,GLEN ELGIN (GLENBROOK),-29.558,152.139
57015,OLD BONALBO POST OFFICE,-28.654,152.595
57017,JEOGLA (JEOLGA OLD.SF.SITE),-30.617,152.183
57018,TABULAM POST OFFICE,-28.891,152.566
57021,URBENVILLE STATE FOREST,-28.467,152.550
57022,WOLLOMOMBI (WALLAMUMBI),-30.491,152.100
57023,EBOR (WONGWIBINDA),-30.289,152.170
57024,WOODENBONG (UNUMGAR ST),-28.388,152.608
57026,OLD KOREELAH (WHITE SWAMP (EDENDALE 2)),-28.285,152.503
57028,HILLGROVE (HILLVIEW),-30.564,151.907
57035,YARROWITCH (BENDITI),-31.133,152.125
57046,GUYRA (MYLOE),-30.285,151.855
57051,BARYULGIL (MOUNTAIN VIEW),-29.191,152.590
57052,LOWER CREEK (CEDAR PARK),-30.727,152.254
57082,GLEN INNES (MT MITCHELL FOREST),-29.646,152.094
57085,OLD BONALBO (ALCHERINGA),-28.568,152.586
57091,URALLA (BLUE NOBBY),-30.717,151.853
57103,KOOKABOOKRA,-30.009,152.010
57104,YARROWITCH (MARETTO),-31.274,151.965
57119,WALCHA (KARORI),-30.889,151.855
58000,ALSTONVILLE POST OFFICE,-28.850,153.450
58001,BALLINA (CROWLEY VILLAGE),-28.853,153.569
58002,BANGALOW (FOWLERS LANE),-28.648,153.512
58005,BRAYS CREEK (MISTY MOUNTAIN),-28.398,153.173
58006,BRUSHGROVE (CLARENCE ST),-29.566,153.081
58007,BYRON BAY (JACARANDA DRIVE),-28.636,153.588
58008,CALLIOPE PUBLIC SCHOOL,-29.617,153.067
58009,BYRON BAY (CAPE BYRON LIGHTHOUSE),-28.639,153.636
58012,YAMBA PILOT STATION,-29.433,153.363
58013,CONDONG SUGAR MILL,-28.317,153.433
58014,COPMANHURST POST OFFICE,-29.586,152.776
58015,CORAKI (RICHMOND TERRACE),-28.985,153.286
58017,CUDGEN PLANTATION,-28.300,153.550
58019,DOON DOON (MCCABES ROAD),-28.531,153.315
58020,MURWILLUMBAH (DUNGAY (TALESWOOD)),-28.289,153.365
58021,DUNOON,-28.688,153.319
58024,GRAFTON CITY COUNCIL,-29.700,152.900
58025,SOUTH GRAFTON POST OFFICE,-29.707,152.940
58027,HARWOOD ISLAND (HARWOOD SUGAR MILL),-29.423,153.253
58032,KYOGLE POST OFFICE,-28.622,153.003
58033,LAWRENCE POST OFFICE,-29.497,153.104
58036,CHILLINGHAM (LIMPINWOOD),-28.310,153.223
58037,LISMORE (CENTRE STREET),-28.807,153.263
58039,MOUNT PIKAPENE FORESTRY,-29.038,152.690
58042,MURWILLUMBAH POST OFFICE,-28.317,153.400
58044,NIMBIN POST OFFICE,-28.597,153.223
58045,NYMBOIDA (SUTTON ST),-29.936,152.726
58048,RAMORNIE,-29.600,152.800
58050,ROSEBERRY STATE FOREST NURSERY,-28.483,152.917
58052,TABBIMOBILE STATE FOREST,-29.200,153.267
58056,TWEED HEADS GOLF CLUB,-28.203,153.550
58061,WOODBURN (CEDAR ST),-29.073,153.341
58063,CASINO AIRPORT,-28.875,153.049
58065,BROADWATER SUGAR MILL,-29.017,153.433
58067,TOMEWIN (BORDER GATE),-28.241,153.378
58070,ROSEBANK (REPENTANCE CREEK),-28.638,153.413
58072,FEDERAL POST OFFICE,-28.653,153.454
58073,COPMANHURST (FERNGLEN),-29.535,152.801
58074,KANGAROO CREEK (JALOOM),-29.931,152.866
58077,GRAFTON RESEARCH STN,-29.622,152.960
58080,WOOLI BEACH,-29.859,153.260
58086,GUNDARIMBA (KOOLOOL),-28.856,153.278
58093,WOLLONGBAR (CENTRAL PARK DRIVE),-28.819,153.416
58099,WHIPORIE POST OFFICE,-29.282,152.989
58102,GRAFTON SOUTH (SOUTH GRAFTON  (YEERONG)),-29.737,152.785
58103,BRUNSWICK HEADS BOWLING CLUB,-28.551,153.548
58113,GREEN PIGEON (MORNING VIEW),-28.474,153.086
58129,KUNGHUR (THE JUNCTION),-28.470,153.253
58130,GRAFTON OLYMPIC POOL,-29.682,152.928
58131,ALSTONVILLE TROPICAL FRUIT RESEARCH STAT,-28.852,153.456
58133,CORNDALE (WILLOW VALE),-28.718,153.362
58138,KANGAROO CREEK  (HAYFIELD),-29.854,152.903
58141,LOADSTONE (HIGH VIEW),-28.412,152.983
58146,KYOGLE (LARKIN STREET),-28.621,152.998
58147,THE CHANNON,-28.679,153.278
58148,LILLIAN ROCK (WILLIAMS ROAD),-28.528,153.152
58198,BALLINA AIRPORT AWS,-28.835,153.559
58208,CASINO AIRPORT AWS,-28.882,153.062
58212,EVANS HEAD RAAF BOMBING RANGE AWS,-29.183,153.396
58214,LISMORE AIRPORT AWS,-28.831,153.260
58216,BYRON BAY (CAPE BYRON AWS),-28.640,153.636
58220,WOOLNERS ARM,-28.705,152.841
59000,BELLBROOK (EAST STREET),-30.814,152.513
59001,BELLINGEN POST OFFICE,-30.452,152.898
59002,BOWRAVILLE RECREATION CLUB,-30.650,152.849
59003,BROOKLANA,-30.267,152.867
59004,BROOKLANA (BOBO NURSERY),-30.250,152.850
59006,LOWER BUCCA,-30.162,153.098
59007,KEMPSEY AIRPORT AWS,-31.071,152.772
59008,CLOUDS CREEK STATE FOREST,-30.090,152.633
59009,CORAMBA (GLENFIDDICH),-30.236,153.017
59010,COFFS HARBOUR,-30.300,153.100
59011,UPPER URARA (THE KNOLL),-30.267,152.983
59013,DORRIGO POST OFFICE,-30.342,152.712
59018,MACKSVILLE COUNTRY CLUB,-30.724,152.917
59019,EBOR (THE RACECOURSE),-30.364,152.406
59021,MEGAN (THE MOUNT),-30.283,152.783
59024,NAMBUCCA HEADS BOWLING CLUB,-30.644,153.000
59026,UPPER ORARA (AURANIA),-30.308,152.987
59029,RALEIGH POST OFFICE,-30.450,153.000
59030,SOUTH WEST ROCKS (SMOKY CAPE LIGHTHOUSE),-30.922,153.087
59032,TAYLORS ARM,-30.779,152.702
59033,THORA POST OFFICE,-30.425,152.779
59035,TOWALLUM (MAXWELTON),-30.006,152.840
59038,BOWRAVILLE (WEEROONA),-30.683,152.750
59039,WOOLGOOLGA (CLEAR PLACE),-30.105,153.196
59040,COFFS HARBOUR MO,-30.311,153.119
59042,GLENREAGH POST OFFICE,-30.050,152.978
59045,MELDRUM (COOLAWARRAH),-30.361,152.492
59051,WOOLGOOLGA STATE FOREST,-30.117,153.183
59055,TOOROOKA (MOPARRABAH),-30.970,152.511
59067,DORRIGO (MYRTLE ST),-30.344,152.713
59078,PROMISED LAND (BELLINGEN (CRYSTAL CREEK),-30.349,152.903
59094,BELLINGEN (THE OBSERVATORY),-30.417,152.867
59100,ORAMA (DARKWOOD ROAD),-30.434,152.675
59139,NANA GLEN (COWLING CLOSE),-30.103,153.000
59140,DORRIGO (OLD CORAMBA RD),-30.344,152.719
60000,BELLANGRY STATE FOREST 524,-31.317,152.583
60001,OXLEY ISLAND (LYNDHURST),-31.950,152.567
60002,BULAHDELAH POST OFFICE,-32.413,152.208
60003,BULBY BRUSH (BLUE LOOK-OUT),-32.119,152.208
60005,COMBOYNE POST OFFICE,-31.606,152.468
60006,MOORLAND (COOPERNOOK STATE FOREST),-31.790,152.609
60009,COOLONGALOOK STATE FOREST,-32.200,152.317
60010,CUNDLETOWN POST OFFICE,-31.900,152.517
60012,ELANDS POST OFFICE,-31.633,152.300
60013,FORSTER - TUNCURRY MARINE RESCUE,-32.176,152.509
60014,ELLERSTON (GLENROCK),-31.683,151.400
60015,GLOUCESTER POST OFFICE,-32.006,151.960
60016,GREENWOOD,-31.800,151.500
60017,HANNAM VALE (HANNAM VALE ROAD),-31.700,152.583
60020,KENDALL POST OFFICE,-31.632,152.705
60022,LAURIETON (ELOUERA ST),-31.639,152.787
60023,HARRINGTON (OXLEY ANCHORAGE CARAVAN PARK,-31.871,152.683
60024,MOORLAND (DENRO-AN),-31.782,152.668
60026,PORT MACQUARIE (HILL ST),-31.440,152.911
60027,LORNE (LORNE ROAD),-31.656,152.614
60028,SEAL ROCKS CAMPING RESERVE,-32.432,152.523
60029,STEWARTS RIVER PUBLIC SCHOOL,-31.733,152.650
60031,TELEGRAPH POINT (FARRAWELLS ROAD),-31.336,152.785
60034,WAUCHOPE STATE FOREST,-31.467,152.733
60035,WAUCHOPE (AVONDALE STREET),-31.459,152.732
60036,WINGHAM (LANARK CLOSE),-31.862,152.344
60037,BUNDOOK (GLENHAUGH),-31.887,152.112
60039,KENDALL FORESTRY,-31.637,152.706
60041,DOYLES RIVER STATE FOREST,-31.417,152.150
60042,CRAVEN (LONGVIEW),-32.153,151.951
60046,BOBIN (BOBIN CREEK),-31.688,152.269
60052,UPPER ROLLANDS PLAINS (GREENACRES),-31.232,152.591
60055,LONG FLAT POST OFFICE,-31.437,152.491
60062,WAUKIVORY (THE RANCH),-32.133,152.089
60075,GLOUCESTER (UPPER BOWMAN),-31.950,151.792
60080,COMBOYNE SOUTH,-31.627,152.443
60082,NOWENDOC (BEAUFORT),-31.530,151.733
60085,YARRAS (MOUNT SEAVIEW),-31.387,152.248
60090,BIRDWOOD,-31.342,152.341
60092,LANSDOWNE POST OFFICE,-31.784,152.535
60104,NOWENDOC (GREEN HILLS),-31.414,151.598
60106,NUMBER ONE (MURRAYS CREEK),-31.665,152.064
60139,PORT MACQUARIE AIRPORT AWS (COMPARISON),-31.433,152.865
60141,TAREE AIRPORT AWS,-31.890,152.512
61005,BRANXTON POST OFFICE,-32.650,151.350
61009,CESSNOCK POST OFFICE,-32.827,151.366
61010,CLARENCE TOWN (PRINCE ST),-32.587,151.774
61011,COCKLE CREEK (PASMINCO METALS),-32.946,151.627
61012,COORANBONG (AVONDALE),-33.089,151.463
61013,MERRIWA (CRANBOURNE),-31.983,150.333
61014,BRANXTON  (DALWOOD VINEYARD),-32.639,151.417
61017,DUNGOG POST OFFICE,-32.402,151.758
61018,MUSWELLBROOK (EDDERTON),-32.400,150.833
61021,GOORANGOOLA,-32.300,151.200
61023,GOSFORD (GERTRUDE PLACE),-33.434,151.338
61024,GRESFORD POST OFFICE,-32.427,151.538
61025,GRETA POST OFFICE,-32.683,151.383
61028,RAVENSWORTH (HILLVIEW),-32.433,151.067
61029,KULNURA (WILLIAM ROAD),-33.233,151.200
61030,HOWES VALLEY (KINDARUN),-32.867,150.833
61031,RAYMOND TERRACE (KINROSS),-32.773,151.736
61032,LOCHINVAR,-32.700,151.450
61034,EAST MAITLAND BOWLING CLUB,-32.748,151.583
61043,MILLERS FOREST SCHOOL,-32.750,151.700
61045,MONKERAI UPPER (REDLEAF),-32.283,151.833
61046,MORPETH POST OFFICE,-32.725,151.629
61050,SEDGEFIELD (BUNDAJON),-32.500,151.286
61051,MURRURUNDI POST OFFICE,-31.765,150.836
61053,MUSWELLBROOK (LOWER HILL ST),-32.261,150.885
61054,NELSON BAY (NELSON HEAD),-32.710,152.161
61055,NEWCASTLE NOBBYS SIGNAL STATION AWS,-32.918,151.798
61056,POKOLBIN (BEN EAN),-32.797,151.280
61057,OLNEY STATE FOREST,-33.100,151.250
61058,OWENS GAP (T.O.K.),-32.050,150.700
61062,POKOLBIN 1 POST OFFICE,-32.800,151.300
61063,RATHMINES AMO,-33.050,151.600
61064,RAYMOND TERRACE POST OFFICE,-32.762,151.740
61065,ABERDEEN (ROSSGOLE),-32.140,150.728
61066,ROUCHEL BROOK,-32.150,151.083
61067,UPPER ROUCHEL SCHOOL,-32.122,151.091
61068,SALISBURY POST OFFICE,-32.217,151.550
61069,SCONE (PHILIP STREET),-32.046,150.871
61070,SINGLETON POST OFFICE,-32.567,151.167
61071,STROUD POST OFFICE,-32.403,151.966
61072,TAHLEE (CARRINGTON (CHURCH ST)),-32.667,152.015
61073,MERRIWA (TERRAGONG),-32.078,150.370
61074,THE ENTRANCE (ELOORA STREET),-33.353,151.496
61075,MERRIWA (BOWGLEN),-32.228,150.216
61076,RAYMOND TERRACE (WALLAROO STATE FOREST),-32.618,151.888
61078,WILLIAMTOWN RAAF,-32.794,151.836
61081,WOLLONG,-32.900,151.500
61083,WYONG (WYONG GOLF CLUB),-33.272,151.432
61086,JERRYS PLAINS POST OFFICE,-32.496,150.911
61087,GOSFORD (NARARA RESEARCH STATION) AWS,-33.395,151.329
61089,SCONE SCS,-32.063,150.927
61090,WOLLOMBI (NARONE CREEK RD),-32.935,151.151
61093,OURIMBAH (DOG TRAP ROAD),-33.364,151.328
61095,ROUCHEL BROOK (ALBANO),-32.194,151.093
61096,PATERSON POST OFFICE,-32.600,151.618
61097,MOONAN FLAT (HIGH ST),-31.920,151.236
61098,BELLTREES HOMESTEAD,-32.000,151.133
61100,BROKE (HARROWBY),-32.767,151.087
61104,ELLERSTON,-31.800,151.300
61108,GOSFORD STATE NURSERY,-33.400,151.300
61117,WAMBERAL POST OFFICE,-33.433,151.447
61118,WARKWORTH 1 PUBLIC SCHOOL,-32.300,151.017
61119,WISEMANS FERRY (OLD PO),-33.385,150.986
61130,DOYLES CREEK (WOOD PARK),-32.512,150.796
61135,UPPER ROUCHEL (MOUNT VIEW),-32.102,151.233
61136,SALISBURY (BARRINGTON WILDERNESS COTTAGE,-32.152,151.523
61143,BULGA (DOWN TOWN),-32.654,151.021
61146,CARROW BROOK,-32.272,151.305
61152,CONGEWAI (GREENOCK),-32.999,151.291
61158,GLENDON BROOK (LILYVALE),-32.507,151.378
61159,WOLLOMBI (ROSEDALE),-32.899,151.160
61165,KULNURA NORTH (WILCHER),-33.172,151.207
61168,MUSWELLBROOK (LINDISFARNE),-32.315,150.755
61170,DUNGOG - MAIN CREEK (YERANDA),-32.281,151.795
61191,BULGA (SOUTH WAMBO),-32.613,150.976
61192,MUSWELLBROOK (SPRING CREEK (CASTLE VALE),-32.209,150.737
61195,MURRURUNDI (TIMOR),-31.773,151.078
61196,ELLERSTON (POITREL),-31.707,151.213
61204,BAERAMI CREEK (BRONWYN PARK),-32.536,150.448
61205,YALLAMBIE (MOUNT AUBAN),-33.030,151.140
61208,RAVENSWORTH ELECTRICITY COMMIS,-32.433,151.050
61211,COLO HEIGHTS (MOUNTAIN PINES),-33.357,150.707
61215,RYLSTONE (KELGOOLA),-32.872,150.299
61220,YARRAMALONG (LEWENSBROOK),-33.238,151.300
61238,POKOLBIN (SOMERSET),-32.813,151.304
61241,CARRABOLLA  (WOODBURY),-32.242,151.381
61242,CESSNOCK (NULKABA),-32.809,151.349
61243,OAKLANDS (RAVENS WORTH),-32.433,151.017
61250,PATERSON (TOCAL AWS),-32.630,151.592
61259,MAITLAND WEST AERO,-32.700,151.467
61260,CESSNOCK AIRPORT AWS,-32.791,151.337
61270,BOWMANS CREEK (GRENELL),-32.271,151.144
61273,NORAH HEAD LIGHTHOUSE,-33.281,151.576
61275,SINGLETON ARMY,-32.613,151.172
61287,MERRIWA (ROSCOMMON),-32.185,150.174
61288,LOSTOCK DAM,-32.332,151.459
61294,AVOCA BEACH BOWLING CLUB,-33.467,151.412
61295,NULKABA (O'CONNORS ROAD),-32.811,151.340
61300,PARKVILLE (AROONA),-31.922,150.798
61309,MILBRODALE (HILLSDALE),-32.688,150.973
61315,ROUCHEL (BONNIE DOON),-32.163,151.158
61317,SANDY HOLLOW (MT DANGER VINEYARDS),-32.333,150.567
61318,WOY WOY (EVERGLADES COUNTRY CLUB),-33.501,151.309
61322,TORONTO WWTP,-33.002,151.579
61327,POKOLBIN  (MYRTLEDALE),-32.825,151.261
61329,POKOLBIN (JACKSONS HILL),-32.832,151.309
61335,STEWARTS BROOK COMPOSITE,-32.000,151.283
61346,HUNTER SPRINGS (WONDECLA),-31.863,151.440
61351,PEATS RIDGE (WARATAH ROAD),-33.310,151.244
61356,ELLERSTON (HUNTERS VALE),-31.783,151.367
61363,SCONE AIRPORT AWS,-32.033,150.826
61366,NORAH HEAD AWS,-33.281,151.577
61371,SINGLETON WATER BOARD,-32.569,151.159
61375,MANGROVE MOUNTAIN AWS,-33.289,151.211
61388,MAITLAND VISITORS CENTRE,-32.742,151.567
61397,SINGLETON STP,-32.590,151.174
62003,MUMBIL (BURRENDONG DAM),-32.666,149.102
62005,CASSILIS POST OFFICE,-32.005,149.982
62006,CHARBON STANDARD PORTLAND CEME,-32.900,149.967
62012,CUDGEGONG (KIORA),-32.733,149.750
62013,GULGONG POST OFFICE,-32.363,149.533
62014,HARGRAVES (GENERAL STORE),-32.788,149.464
62017,KANDOS CEMENT WORKS,-32.865,149.975
62019,MARLOO,-32.900,150.000
62020,BYLONG (MONTORO),-32.501,150.033
62021,MUDGEE (GEORGE STREET),-32.596,149.596
62022,NANDOURA,-32.000,149.800
62023,OLINDA (SPRINGDALE),-32.850,150.133
62025,ROTHERWOOD,-31.900,150.000
62026,RYLSTONE (ILFORD RD),-32.808,149.977
62028,GOOLMA (BROOKLYN),-32.495,149.270
62029,ILFORD (TARA),-32.981,149.810
62030,WALLAROI,-32.800,149.033
62031,ILFORD (WARRANGUNYAH),-32.948,149.775
62032,WOLLAR (BARRIGAN ST),-32.359,149.948
62033,HARGRAVES (WEEROONA),-32.867,149.367
62034,STUART TOWN,-32.800,149.083
62035,LEADVILLE (MORETON BAY),-32.079,149.605
62046,KERRABEE (MURRUMBO),-32.408,150.243
62056,WOLLAR (MAREE),-32.426,149.953
62057,COOLAH (COOLAH CREEK),-31.741,149.900
62069,MERRIWA (PEMBROKE),-32.017,150.150
62073,MOLONG (FERNLEIGH),-32.967,148.923
62075,GALAMBINE (GOOREE PARK),-32.475,149.515
62084,BUDGEE BUDGEE (BOTOBOLAR VINEYARD),-32.501,149.713
62099,STUART TOWN (CANOBLA),-32.837,148.996
62100,NULLO MOUNTAIN AWS,-32.724,150.229
62101,MUDGEE AIRPORT AWS,-32.563,149.615
63000,ABERCROMBIE (ABERCROMBIE BRIDGE),-33.954,149.325
63001,ORANGE (ADAIR),-33.194,149.008
63003,BASSETT DOWNS,-33.750,148.700
63004,BATHURST GAOL,-33.417,149.550
63005,BATHURST AGRICULTURAL STATION,-33.429,149.556
63006,CADIA COMPOSITE,-33.500,149.000
63007,BINDA POST OFFICE,-34.324,149.363
63009,BLACKHEATH (EVANS LOOKOUT RD),-33.650,150.293
63010,BLAYNEY POST OFFICE,-33.535,149.260
63011,BORENORE STORE,-33.254,148.975
63012,RUNNING STREAM (BROOKLYN),-33.025,149.879
63017,ORANGE (CANOBOLAS PUBLIC SCHOOL),-33.306,149.046
63018,ORANGE (CANOBOLAS STATE FOREST),-33.393,149.023
63019,CARCOAR,-33.617,149.133
63021,COWRA POST OFFICE,-33.900,148.700
63022,COWRA AG RESEARCH STATION,-33.802,148.704
63023,COWRA RESEARCH CENTRE (EVANS ST),-33.809,148.707
63028,FAULCONBRIDGE (ST GEORGES CRESCENT),-33.693,150.529
63029,MANDURAMA (GALLYMONT (HOMELEIGH)),-33.744,149.105
63030,OBERON (GINGKIN),-33.889,149.937
63032,GOLSPIE (AYRSTON),-34.279,149.665
63033,GURNANG STATE FOREST (OBERON (YOUNG ADUL,-34.011,149.837
63035,HILL END POST OFFICE,-33.036,149.415
63036,OBERON (JENOLAN CAVES),-33.819,150.022
63037,OBERON (JENOLAN STATE FOREST),-33.750,150.038
63039,KATOOMBA (FARNELLS RD),-33.714,150.295
63042,KURRAJONG POST OFFICE,-33.556,150.668
63043,KURRAJONG HEIGHTS (BELLS LINE OF ROAD),-33.535,150.634
63044,LAWSON (WILSON STREET),-33.725,150.432
63045,LEURA POST OFFICE,-33.712,150.342
63046,LIDSDALE STATE FOREST,-33.450,150.050
63048,LITTLE HARTLEY (SHEEPCOMBE),-33.567,150.200
63049,LOWTHER PARK,-33.609,150.086
63053,MILLTHORPE (INALA),-33.446,149.185
63055,MOUNT MCDONALD,-33.917,148.950
63056,MOUNT VICTORIA (MT VICTORIA (SELSDON STR,-33.592,150.254
63057,MOUNT WILSON (NOOROO),-33.500,150.367
63058,MULLION CREEK (MULLION RANGE FOREST),-33.093,149.128
63062,LITHGOW (NEWNES FOREST CENTRE),-33.367,150.238
63063,OBERON (ALBION ST),-33.699,149.867
63064,O'CONNELL (STRATFORD),-33.532,149.727
63065,ORANGE POST OFFICE,-33.283,149.100
63066,ORANGE (MCLAUGHLIN ST),-33.274,149.111
63067,ORANGE 3,-33.333,149.100
63071,PORTLAND (JAMIESON ST),-33.352,149.991
63073,ROCKLEY POST OFFICE,-33.690,149.563
63076,SOFALA OLD POST OFFICE,-33.081,149.690
63077,SPRINGWOOD (VALLEY HEIGHTS),-33.706,150.585
63079,SUNNY CORNER (SNOW LINE),-33.394,149.902
63083,TRUNKEY CREEK (TRUNKEY (BLACK STUMP HOTE,-33.819,149.324
63086,BLAYNEY (VITTORIA),-33.450,149.333
63087,BLACK SPRINGS FORESTRY,-33.846,149.740
63089,WATTLE FLAT GENERAL STORE,-33.141,149.693
63090,WELLWOOD,-33.317,149.150
63092,WENTWORTH FALLS POST OFFICE,-33.717,150.383
63093,WOMBEYAN CAVES,-34.309,149.968
63094,BIGGA (WOOLBROOK),-33.996,149.124
63095,YERRANDERIE (PRIVATE TOWN),-34.117,150.217
63096,SHOOTERS HILL (KOORA KOORA),-33.895,149.861
63098,WOODSTOCK POST OFFICE,-33.744,148.849
63111,KIRKCONNELL PRISON CAMP,-33.417,149.850
63113,ORANGE (ANGULLONG),-33.550,148.910
63116,BIGGA (WYOMING),-34.086,149.139
63117,LYNDHURST OLD BAKERY,-33.674,149.047
63118,BILPIN (FERN GROVE),-33.516,150.489
63119,CROOKED CORNER (WINGADEENA),-34.235,149.265
63125,TARALGA (WOWAGIN),-34.440,149.730
63128,NEVILLE (CARCOAR ST),-33.710,149.214
63132,LIDSDALE (MADDOX LANE),-33.380,150.082
63136,YETHOLME (KURRAWONG),-33.430,149.845
63154,OBERON (SWEET WATTLE),-33.718,149.781
63155,OBERON (AMBLESIDE),-33.720,149.746
63164,LITHGOW (KYLIE PARK),-33.555,150.112
63167,CANOWINDRA (RIVERSIDE),-33.533,148.753
63185,GLENBROOK BOWLING CLUB,-33.764,150.619
63193,KEMPTON,-34.300,149.600
63216,CARCOAR (ICELY STREET),-33.617,149.133
63224,LITHGOW (BIRDWOOD ST),-33.490,150.150
63226,LITHGOW (COOERWULL),-33.477,150.130
63227,WENTWORTH FALLS COUNTRY CLUB,-33.698,150.367
63231,ORANGE AIRPORT COMPARISON,-33.382,149.123
63233,ROCKLEY (CLEVELANDS),-33.651,149.640
63236,THE LAGOON (SPRINGFIELD),-33.554,149.604
63237,ORANGE TV CHANNEL CNB8,-33.300,149.117
63246,MOUNT WILSON (CLARINE),-33.511,150.371
63254,ORANGE AGRICULTURAL INSTITUTE,-33.321,149.083
63258,ATHOL 1,-33.500,149.300
63259,CARCOAR (ERROWANBANG),-33.550,149.050
63271,TUENA (WYOMING),-34.041,149.365
63291,BATHURST AIRPORT AWS,-33.412,149.654
63292,MOUNT BOYCE AWS,-33.618,150.274
63293,OBERON (JENOLAN CAVES ROAD),-33.740,149.882
63301,BOWEN MOUNTAIN (GRANDVIEW LANE),-33.578,150.634
63303,ORANGE AIRPORT AWS,-33.377,149.126
64008,COONABARABRAN (SHOWGROUNDS),-31.279,149.279
64009,DUNEDOO POST OFFICE,-32.016,149.396
64010,ELONG ELONG (BENDEELA ST),-32.114,149.036
64012,FORKED MOUNTAIN,-31.200,149.350
64013,BINNAWAY (HAWTHORNE),-31.642,149.427
64015,MENDOORAN POST OFFICE,-31.823,149.122
64016,COONABARABRAN (MIA MIA),-31.300,149.550
64017,COONABARABRAN AIRPORT AWS,-31.333,149.270
64020,PURLEWAUGH (KEODOEL LANE),-31.343,149.508
64021,TONDERBURINE,-31.350,148.733
64022,TOORAWEENAH (DENHAM ST),-31.440,148.910
64023,ULAMAMBRI POST OFFICE,-31.350,149.400
64025,COOLAH (BINNIA ST),-31.823,149.720
64026,COBBORA (KUNDIAWA),-32.043,149.239
64041,COONABARABRAN (BARINA),-31.314,149.205
64046,COONABARABRAN (WESTMOUNT),-31.289,149.069
64051,COBBORA (KANDIMULLA),-32.027,149.228
65000,ARTHURVILLE (CRAMOND),-32.498,148.749
65003,BODANGORA POST OFFICE,-32.450,149.000
