Time,Day,Date,T.Max,T.Min,Rain,Evap,Radn,VP,RHmaxT,RHminT,Soil_Temperature
19751103,307,3/11/1975,36.5,24.9,0,6.7,22.1,31.5,51.6,100,29.39
19751104,308,4/11/1975,36.6,24.5,1.1,7.5,22,29.6,48.2,96.3,29.18
19751105,309,5/11/1975,35.6,25.2,0,5.1,16.6,28.1,48.3,87.7,29.22
19751106,310,6/11/1975,37.3,25,0.6,5.9,19.3,28.3,44.4,89.4,29.76
19751107,311,7/11/1975,37.1,25.5,0,7.1,9.9,28.4,45,87.1,29.99
19751108,312,8/11/1975,38,25.2,0.4,7.8,21.7,25.1,37.9,78.3,30.15
19751109,313,9/11/1975,35.1,23.3,4,6.4,17.4,27.9,49.3,97.6,27.86
19751110,314,10/11/1975,36.3,23.3,4.4,8.4,21.5,28,46.4,97.9,28.33
19751111,315,11/11/1975,36.7,22.4,0,8.6,15.7,25.8,41.8,95.3,27.93
19751112,316,12/11/1975,37.7,19.7,0,9.3,19.3,16.4,25.2,71.5,26.66
19751113,317,13/11/1975,38.4,18.1,0,7.9,24.2,18.5,27.3,89.1,25.95
19751114,318,14/11/1975,38.5,17.9,0,7.8,24.7,23.3,34.2,100,25.87
19751115,319,15/11/1975,39.1,22.1,0,8.8,18.9,27.8,39.5,100,28.67
19751116,320,16/11/1975,39.4,23,0,9.1,24.8,27.9,39.1,99.3,29.34
19751117,321,17/11/1975,40.6,25.6,0,9.3,26.6,29.5,38.7,89.9,31.4
19751118,322,18/11/1975,39.4,25,0,11,16.8,31,43.4,97.9,30.57
19751119,323,19/11/1975,39.2,24.7,0.2,9,22.4,28.4,40.2,91.3,30.31
19751120,324,20/11/1975,38.5,24.2,0,8.9,19.3,26.5,38.9,87.8,29.73
19751121,325,21/11/1975,38,24.4,0,8.5,19.6,28,42.3,91.6,29.66
19751122,326,22/11/1975,39.5,24.3,0,8.4,21.9,28.2,39.3,92.9,30.18
19751123,327,23/11/1975,39.9,26,0,8.4,22.9,29.7,40.5,88.4,31.38
19751124,328,24/11/1975,36.6,23.9,0,6.8,8.4,26.7,43.5,90.1,28.81
19751125,329,25/11/1975,32.6,23,5.9,3.6,7.4,28.1,57.1,100,26.71
19751126,330,26/11/1975,32.7,22.5,7,4.9,7.3,23.9,48.3,87.7,26.44
19751127,331,27/11/1975,31.3,21.9,6.2,3.6,7.5,23.9,52.3,91,25.54
19751128,332,28/11/1975,33.4,22.7,0,4.5,7.8,25,48.6,90.7,26.84
19751129,333,29/11/1975,30.8,22.5,12.6,5.8,7.4,26.2,59,96.2,25.71
19751130,334,30/11/1975,31.6,23.4,0.4,5.1,8,30.5,65.6,100,26.57
19751201,335,1/12/1975,33.6,23.9,0.2,4.8,7.9,25.7,49.4,86.7,27.65
19751202,336,2/12/1975,33,23.4,6.5,5.9,13.4,28.1,55.9,97.7,27.11
19751203,337,3/12/1975,35.1,23.6,1.6,5.7,17.8,27.2,48.1,93.4,28.05
19751204,338,4/12/1975,35.4,23.1,11.9,5.3,13.3,29.9,52,100,27.86
19751205,339,5/12/1975,35.4,21.9,9.4,7.4,11.9,28,48.7,100,27.12
19751206,340,6/12/1975,35.4,24.7,0,5.9,8.3,29.7,51.7,95.5,28.84
19751207,341,7/12/1975,34.9,23.5,22.4,5.4,12,31.5,56.3,100,27.91
19751208,342,8/12/1975,34,22.9,0.8,4.7,7.6,29.7,55.8,100,27.19
19751209,343,9/12/1975,35.2,22.1,22.6,6.5,12.6,28.5,50.1,100,27.17
19751210,344,10/12/1975,36.1,24.2,0,7.7,21.4,29.7,49.7,98.4,28.8
19751211,345,11/12/1975,35.4,21.9,13,6.7,15.4,29.8,51.8,100,27.12
19751212,346,12/12/1975,36,23.7,0.6,7,23.2,30.8,51.8,100,28.46
19751213,347,13/12/1975,35.8,24.2,0,4.9,23,29.7,50.5,98.4,28.69
19751214,348,14/12/1975,35.8,24.3,0,5.6,17.1,31.6,53.8,100,28.75
19751215,349,15/12/1975,31.6,24.2,2.8,3.9,9.2,29.9,64.3,99,27.06
19751216,350,16/12/1975,35,23.8,1.8,6.5,8.3,30.2,53.7,100,28.13
19751217,351,17/12/1975,35.4,23.7,1.9,6.9,21.1,30.1,52.4,100,28.22
19751218,352,18/12/1975,33.7,24.8,0,3.6,7.9,30.1,57.5,96.2,28.24
19751219,353,19/12/1975,31.3,25.2,0,5.1,8.1,29.9,65.4,93.3,27.56
19751220,354,20/12/1975,33.8,24,33.2,8,13.5,29.5,56.1,98.9,27.79
19751221,355,21/12/1975,34.7,23.9,0,7.1,25.4,17.5,31.6,59,28.08
19751222,356,22/12/1975,35.1,20.8,0,6.6,19,21.5,38,87.6,26.33
19751223,357,23/12/1975,37.3,21.8,0,6.7,24.6,26.6,41.7,100,27.79
19751224,358,24/12/1975,37.3,25.8,0,7.5,21.3,28,43.9,84.3,30.25
19751225,359,25/12/1975,36.5,25.5,0,6.7,8.1,28.3,46.3,86.7,29.75
19751226,360,26/12/1975,36.4,23.3,1.8,5.8,18.2,28.1,46.3,98.3,28.37
19751227,361,27/12/1975,36.1,24.6,0,5.9,10.4,27.1,45.4,87.6,29.05
19751228,362,28/12/1975,35,22.9,12.2,5.8,10.2,28.3,50.3,100,27.58
19751229,363,29/12/1975,34.8,24.2,0,6.1,19.5,28.3,50.9,93.7,28.3
19751230,364,30/12/1975,36.2,23.8,1.8,6.3,17.9,29.3,48.8,99.4,28.6
19751231,365,31/12/1975,34.4,25.2,0,4.6,13.7,30,55.2,93.6,28.76
19760101,1,1/1/1976,31.4,22.9,23.8,4.8,7.9,28.1,61.1,100,26.19
19760102,2,2/1/1976,31.4,22.3,40.8,4.7,7.1,28.1,61.1,100,25.82
19760103,3,3/1/1976,31.6,22.8,6,4.3,7,29.9,64.3,100,26.2
19760104,4,4/1/1976,31.5,24.1,1.4,3.8,7.9,28.7,62.1,95.6,26.96
19760105,5,5/1/1976,32,24,2.8,4.5,7.4,30,63.1,100,27.09
19760106,6,6/1/1976,29.3,25.2,1.8,4.4,7.6,29.9,73.4,93.3,26.79
19760107,7,7/1/1976,34.3,23.9,18,6.8,9.6,30,55.5,100,27.92
19760108,8,8/1/1976,33.8,24.2,7.8,5.3,12.6,30.2,57.4,100,27.91
19760109,9,9/1/1976,32,24.1,0,3.2,7.9,30.3,63.7,100,27.15
19760110,10,10/1/1976,31.5,23.1,6,4.3,7.4,30,64.9,100,26.35
19760111,11,11/1/1976,33.7,23,4.8,4.6,14.7,29.7,56.8,100,27.14
19760112,12,12/1/1976,32.5,23.1,5.6,4.7,8.1,28.3,57.9,100,26.74
19760113,13,13/01/1976,30.7,23.8,0,3.5,7.4,28.6,64.8,97,26.47
19760114,14,14/01/1976,32.4,23.7,5.4,4.2,7.7,28.3,58.2,96.6,27.06
19760115,15,15/01/1976,31.4,23.7,2,2.5,7.2,29.8,64.8,100,26.68
19760116,16,16/01/1976,28.8,23.2,15,4.9,7,28.4,71.7,99.9,25.37
19760117,17,17/01/1976,29.4,22.9,18.4,5.1,14.7,29.6,72.2,100,25.41
19760118,18,18/01/1976,33.3,22.8,26.4,4.6,18.9,29.8,58.3,100,26.86
19760119,19,19/01/1976,34.7,21.3,10.6,7,23.2,26.8,48.5,100,26.48
19760120,20,20/01/1976,33.5,24,0,5.1,14.7,28.2,54.5,94.5,27.67
19760121,21,21/01/1976,33.5,24.4,0,5.3,7.7,29.7,57.4,97.2,27.92
19760122,22,22/01/1976,35.9,23,4,6.8,23.7,29.7,50.3,100,27.99
19760123,23,23/01/1976,35.9,23.4,6,7,15.4,28.7,48.6,99.8,28.23
19760124,24,24/01/1976,36.6,21.9,0,6.9,25.2,29.4,47.9,100,27.58
19760125,25,25/01/1976,35.6,22.6,0,6.5,26.4,26.1,44.9,95.2,27.63
19760126,26,26/01/1976,35,19.5,0,7.2,26.4,18.9,33.6,83.4,25.49
19760127,27,27/01/1976,34.8,18.7,0,7.4,18.8,18.4,33.1,85.4,24.93
19760128,28,28/01/1976,35.4,19.4,0,7.9,24.3,20.7,36,91.9,25.59
19760129,29,29/01/1976,35.4,23.4,0,8,20.6,25.2,43.8,87.6,28.04
19760130,30,30/01/1976,38.2,23.6,0,6.2,25.8,29.4,43.9,100,29.25
19760131,31,31/01/1976,35.6,24.8,2.4,5.9,20.8,29.7,51.1,94.9,28.98
19760201,32,1/2/1976,36.4,24,0,6.1,9,29.9,49.2,100,28.8
19760202,33,2/2/1976,36.7,24,0,5.5,14.6,28.4,46,95.2,28.91
19760203,34,3/2/1976,33.8,23.4,5,5.1,8.6,29.9,56.8,100,27.42
19760204,35,4/2/1976,32.9,23,13,4.1,7.1,28.4,56.8,100,26.83
19760205,36,5/2/1976,29.8,23,12,3.3,7.5,29.8,71,100,25.63
19760206,37,6/2/1976,31.9,23.5,12,5,7.2,29.7,62.8,100,26.75
19760207,38,7/2/1976,30,23.1,25.4,6,7.8,29.7,70,100,25.77
19760208,39,8/2/1976,32.7,23.6,2,6.2,8.2,30.1,60.9,100,27.12
19760209,40,9/2/1976,31.6,23,26.4,5.1,7.6,29.9,64.3,100,26.33
19760210,41,10/2/1976,33.4,26.3,3.6,5.3,18,29.9,58.1,87.4,29.05
19760211,42,11/2/1976,32.2,22.5,3.6,5.9,14.3,29.8,62,100,26.25
19760212,43,12/2/1976,32.5,23.6,0,5,8.5,28.3,57.9,97.2,27.04
19760213,44,13/02/1976,31.5,23.4,7,3.8,7.5,29.9,64.7,100,26.53
19760214,45,14/02/1976,32.9,23.8,3,3.1,7.1,29.7,59.4,100,27.32
19760215,46,15/02/1976,32.8,23.2,29.6,4.2,15.6,29.8,59.9,100,26.91
19760216,47,16/02/1976,31.7,22.8,6,4.8,7.5,28.4,60.8,100,26.24
19760217,48,17/02/1976,31.9,22.6,22.7,3.4,7.2,28.2,59.6,100,26.2
19760218,49,18/02/1976,32.7,23.3,1.8,2.9,7.3,28.4,57.4,99.3,26.94
19760219,50,19/02/1976,27.8,23.2,14.6,4.3,8.7,29.8,79.8,100,24.98
19760220,51,20/02/1976,30.1,23.3,6.8,3.4,11.4,29.8,69.8,100,25.93
19760221,52,21/02/1976,30.9,23.3,67,5.4,8,29.8,66.7,100,26.24
19760222,53,22/02/1976,32.3,23.1,4.6,4,9,29.6,61.2,100,26.66
19760223,54,23/02/1976,34,23.9,1,5.5,14.9,29.9,56.2,100,27.81
19760224,55,24/02/1976,34.6,23.2,49.4,5.2,9,29.8,54.2,100,27.61
19760225,56,25/02/1976,35.4,23.5,0,5.4,20.1,29.7,51.7,100,28.1
19760226,57,26/02/1976,29.8,23.8,6.2,4.5,8.9,29.8,71,100,26.12
19760227,58,27/02/1976,32.9,23.6,9.5,4.1,8.1,30,60,100,27.2
19760228,59,28/02/1976,33.7,24.2,0,4.4,14,30.1,57.5,99.7,27.87
19760229,60,29/02/1976,32.6,23.7,8,5.5,13,29.8,60.6,100,27.14
19760301,61,1/3/1976,34.9,23.9,0,3.7,14,30.1,53.8,100,28.15
19760302,62,2/3/1976,35.2,23.4,0,5,20.2,30.3,53.3,100,27.96
19760303,63,3/3/1976,35.2,22.9,0.9,5.1,18,29,51,100,27.66
19760304,64,4/3/1976,34.8,23.4,31.6,4.6,15.5,28.6,51.4,99.4,27.81
19760305,65,5/3/1976,34.9,22.9,8.5,4.7,18.8,28.6,51.1,100,27.54
19760306,66,6/3/1976,35.9,24.4,0,5.3,21,30.2,51.1,98.8,28.85
19760307,67,7/3/1976,33.2,23.8,1.4,4.9,14.3,28.5,56,96.7,27.44
19760308,68,8/3/1976,30.9,23.7,2,6,19.3,29.9,66.9,100,26.48
19760309,69,9/3/1976,31.5,23.3,40.5,4.8,8.8,31.3,67.7,100,26.47
19760310,70,10/3/1976,32.7,23.7,3.7,4.1,6.9,31.5,63.7,100,27.18
19760311,71,11/3/1976,33.3,22.4,55.4,3.9,8.1,28.3,55.3,100,26.62
19760312,72,12/3/1976,32.5,22.9,5.5,3.7,7.8,28.3,57.9,100,26.61
19760313,73,13/03/1976,32.1,22.5,9.8,3.4,7.2,28.2,59,100,26.21
19760314,74,14/03/1976,31.8,23.3,25.4,2.4,6.6,29.4,62.5,100,26.59
19760315,75,15/03/1976,34.5,23.3,11,2.9,8,28.2,51.6,98.6,27.63
19760316,76,16/03/1976,27.1,22.2,29,3.9,7.1,25.2,70.3,94.2,24.09
19760317,77,17/03/1976,29.6,22,27,2.8,6.4,25.4,61.3,96.1,24.94
19760318,78,18/03/1976,29.4,22.4,10.3,2.9,7.2,28.2,68.8,100,25.11
19760319,79,19/03/1976,34.5,24.7,0,4.6,15.8,29.6,54.1,95.2,28.49
19760320,80,20/03/1976,35.1,24.5,0.2,4,17.7,31.6,55.9,100,28.6
19760321,81,21/03/1976,33.7,23.8,2.6,2.9,7.3,30.4,58.1,100,27.63
19760322,82,22/03/1976,31.5,23,26.2,4.1,7.6,28.7,62.1,100,26.29
19760323,83,23/03/1976,32.3,23.2,30.8,4.7,13.8,29.7,61.4,100,26.72
19760324,84,24/03/1976,33,23,5.3,5.7,23.1,27.6,54.9,98.3,26.87
19760325,85,25/03/1976,32.4,19.1,0,7,15.9,17.2,35.4,77.8,24.24
19760326,86,26/03/1976,33.9,18.3,0,5.8,22.1,19.7,37.2,93.7,24.33
19760327,87,27/03/1976,33.5,18.5,0,5.4,17.3,22.1,42.7,100,24.3
19760328,88,28/03/1976,34.3,18.5,0,4.8,23.8,22.4,41.4,100,24.61
19760329,89,29/03/1976,34.8,19.8,0,5.1,14.6,22.7,40.8,98.3,25.6
19760330,90,30/03/1976,36,20.7,0,4.9,21,23.8,40.1,97.5,26.62
19760331,91,31/03/1976,35.9,24.5,0,5.9,21.8,25.7,43.5,83.6,28.91
19760401,92,1/4/1976,35.9,23.2,0,5.3,17.3,26.7,45.2,93.9,28.11
19760402,93,2/4/1976,35.1,24.4,2,6,21.6,28.6,50.6,93.6,28.54
19760403,94,3/4/1976,34.6,21.1,0,7,21,24.1,43.8,96.4,26.32
19760404,95,4/4/1976,34.7,19.8,0,6.1,20.6,25,45.2,100,25.56
19760405,96,5/4/1976,34.6,20,0,6.7,16.5,22.4,40.7,95.8,25.65
19760406,97,6/4/1976,33.8,20.4,0,5.5,7.5,22.2,42.2,92.7,25.58
19760407,98,7/4/1976,34.2,20.8,0,6.6,23.1,17.8,33.1,72.5,25.98
19760408,99,8/4/1976,33.9,19.8,0,6.5,22,16.3,30.8,70.6,25.25
19760409,100,9/4/1976,33.9,19.6,0,6.5,14.8,16.6,31.4,72.8,25.13
19760410,101,10/4/1976,33.3,18,0,6.7,19.4,15.2,29.7,73.7,23.92
19760411,102,11/4/1976,34.3,19,0,5.7,20.2,15.6,28.8,71,24.92
19760412,103,12/4/1976,34.8,19.6,0,5.5,22.4,21,37.8,92.1,25.48
19760413,104,13/04/1976,34.5,19.6,0,5.6,20.8,24.2,44.2,100,25.36
19760414,105,14/04/1976,34.6,22.5,0,5.9,15.5,26.6,48.4,97.6,27.18
19760415,106,15/04/1976,33.7,23.4,0,5,13.8,27.1,51.8,94.2,27.38
19760416,107,16/04/1976,34,22.4,0,5.8,16,26,48.9,96,26.89
19760417,108,17/04/1976,35.1,22,0,6.7,19.8,26.2,46.3,99.1,27.07
19760418,109,18/04/1976,34.9,20.8,0,6.2,20.4,22.2,39.7,90.4,26.25
19760419,110,19/04/1976,34.3,20.1,0,7.2,17.7,20.1,37.2,85.5,25.59
19760420,111,20/04/1976,33.4,18.8,0,7.3,21.4,17.7,34.4,81.6,24.45
19760421,112,21/04/1976,32.6,18,0,6.5,22.4,18.4,37.4,89.2,23.65
19760422,113,22/04/1976,32.9,17.6,0,6.8,21.8,18.3,36.6,91,23.52
19760423,114,23/04/1976,32.3,17.1,0,7.2,20,18.9,39.1,97,22.98
19760424,115,24/04/1976,32.2,17.4,0,6.3,20.6,16.3,33.9,82.1,23.12
19760425,116,25/04/1976,32.6,20.2,0,5.7,20.9,23.3,47.4,98.5,25
19760426,117,26/04/1976,33,18.7,0,6,21.1,21.6,42.9,100,24.23
19760427,118,27/04/1976,33.1,19.7,0,7.2,18.4,20.6,40.7,89.8,24.88
19760428,119,28/04/1976,31.8,21.7,0,7.2,21.7,21.3,45.3,82.1,25.61
19760429,120,29/04/1976,30.6,15.6,0,6.9,22.8,11.6,26.4,65.5,21.4
19760430,121,30/04/1976,30.4,13.2,0,6.2,23.4,8.4,19.3,55.4,19.85
19760501,122,1/5/1976,31.5,14.8,0,5.5,21.5,13.4,29,79.6,21.26
19760502,123,2/5/1976,32.3,19.3,0,6.8,21.4,21.7,44.9,97,24.33
19760503,124,3/5/1976,32.5,15.2,0,5.6,21.8,18.8,38.4,100,21.89
19760504,125,4/5/1976,33.2,18,0,6,19.6,20.8,40.9,100,23.88
19760505,126,5/5/1976,32.7,18.7,0,6.7,13.6,24,48.5,100,24.11
19760506,127,6/5/1976,32.5,18.4,0,6.1,12.3,18.9,38.6,89.4,23.85
19760507,128,7/5/1976,32,17.7,0,5.4,10.7,15.4,32.4,76.1,23.23
19760508,129,8/5/1976,32.5,19.7,0,6.7,17.9,18.3,37.4,79.8,24.65
19760509,130,9/5/1976,30.6,17.7,0,6.1,6.9,12.3,28,60.8,22.69
19760510,131,10/5/1976,28.5,14.8,0,6.8,21,8.3,21.3,49.3,20.1
19760511,132,11/5/1976,28.5,11.5,0,5.3,19,9.3,23.9,68.6,18.07
19760512,133,12/5/1976,29.4,12.2,0,4.7,19.4,9.9,24.2,69.7,18.85
19760513,134,13/05/1976,30.2,12.6,0,5.7,20.1,11.1,25.9,76.1,19.41
19760514,135,14/05/1976,30.6,13.7,0,5,21.5,10.2,23.2,65.1,20.24
19760515,136,15/05/1976,30.8,14.2,0,5.8,21.3,11.9,26.8,73.5,20.62
19760516,137,16/05/1976,31.5,14.5,0,6.7,21.1,15.1,32.7,91.5,21.07
19760517,138,17/05/1976,31.9,14.1,0,6.6,21,15.1,31.9,93.9,20.98
19760518,139,18/05/1976,31,18.5,0,6.7,21,14.1,31.4,66.2,23.33
19760519,140,19/05/1976,29.1,15.1,0,7.2,21.2,10.3,25.6,60.1,20.51
19760520,141,20/05/1976,28.2,12.1,0,5.9,21.4,8,20.9,56.7,18.33
19760521,142,21/05/1976,29,11.7,0,4.7,20.8,10.9,27.2,79.3,18.39
19760522,143,22/05/1976,29.8,12.6,0,5.5,19.8,12.6,30,86.4,19.25
19760523,144,23/05/1976,30.1,13.1,0,6.2,20.2,15,35.2,99.6,19.67
19760524,145,24/05/1976,30,12.4,0,6.2,20.8,12.9,30.4,89.6,19.21
19760525,146,25/05/1976,29,12.2,0,6,21,10.1,25.2,71.1,18.7
19760526,147,26/05/1976,28.6,12,0,6.8,20.6,9.5,24.3,67.8,18.42
19760527,148,27/05/1976,27.8,11.1,0,6,20.9,8.2,22,62.1,17.56
19760528,149,28/05/1976,28.4,10.6,0,4.7,19.5,9.3,24,72.8,17.48
19760529,150,29/05/1976,30.3,12.2,0,5.1,19.3,13.1,30.3,92.2,19.2
19760530,151,30/05/1976,29.2,13.7,0,5.3,20.5,13.9,34.3,88.7,19.69
19760531,152,31/05/1976,30.7,12.5,0,4.6,20.3,13.2,29.9,91.1,19.54
19760601,153,1/6/1976,32.4,14.3,0,4.6,20,18.2,37.4,100,21.3
19760602,154,2/6/1976,32.6,15.5,0,5.9,18.2,20.6,41.9,100,22.11
19760603,155,3/6/1976,30.8,21,0,7,18.3,13.2,29.7,53.1,24.79
19760604,156,4/6/1976,29.4,17.8,0,6.6,20,12.8,31.2,62.8,22.29
19760605,157,5/6/1976,30.5,15.4,0,4.7,20,11.7,26.8,66.9,21.24
19760606,158,6/6/1976,30.3,14.9,0,4.9,18.5,16.5,38.2,97.4,20.86
19760607,159,7/6/1976,30.6,15.2,0,6.2,19.2,17.2,39.2,99.6,21.16
19760608,160,8/6/1976,29.4,14.6,0,6.8,20.1,12.2,29.8,73.5,20.32
19760609,161,9/6/1976,27.8,11.8,0,6.5,20.5,9.1,24.4,65.8,17.99
19760610,162,10/6/1976,27.7,13,0,5.8,18.3,8.3,22.3,55.5,18.68
19760611,163,11/6/1976,28.9,12.4,0,4.9,17.5,9.7,24.4,67.4,18.78
19760612,164,12/6/1976,29.4,11.5,0,6.4,20,13.2,32.2,97.3,18.42
19760613,165,13/06/1976,29.7,14.4,0,7.2,19.3,15.1,36.2,92.1,20.32
19760614,166,14/06/1976,29.6,15.6,0,7.1,16.6,12.4,29.9,70,21.01
19760615,167,15/06/1976,28.2,17.7,0,6.8,17.7,10.8,28.2,53.4,21.76
19760616,168,16/06/1976,27.9,17,0,6.8,11.3,9,24,46.5,21.22
19760617,169,17/06/1976,25.8,11.9,0,6.8,18.5,7.8,23.5,56,17.28
19760618,170,18/06/1976,24,8.1,0,6.4,18.2,7.3,24.5,67.6,14.25
19760619,171,19/06/1976,24.8,8.4,0,5.6,16.7,7.1,22.7,64.5,14.74
19760620,172,20/06/1976,25,6.9,0,4.7,12.7,7.6,24,76.4,13.9
19760621,173,21/06/1976,25.4,6.8,0,5.1,17.5,7.1,21.9,71.9,13.99
19760622,174,22/06/1976,25.8,7.5,0,4.9,12.8,7.8,23.5,75.3,14.58
19760623,175,23/06/1976,26.8,6.7,0,5,17.2,9.4,26.7,95.8,14.47
19760624,176,24/06/1976,28.1,7.9,0,5.3,20,9.7,25.5,91.1,15.71
19760625,177,25/06/1976,29.7,9.9,0,4.9,17.6,12.5,30,100,17.56
19760626,178,26/06/1976,30.3,15.2,0,5.2,17.5,19.3,44.7,100,21.04
19760627,179,27/06/1976,31.2,17,0,5.3,19.2,19.6,43.1,100,22.49
19760628,180,28/06/1976,31.1,13.7,0,5.8,19.3,17.6,39,100,20.43
19760629,181,29/06/1976,31.5,15.2,0,5.3,19.2,17.4,37.6,100,21.5
19760630,182,30/06/1976,30.6,14.9,0,6.1,19.7,15.6,35.5,92.1,20.97
19760701,183,1/7/1976,30.9,14.1,0,5.7,13.5,11.6,26,72.1,20.6
19760702,184,2/7/1976,30.9,13.4,0,5.5,20.1,13,29.1,84.6,20.17
19760703,185,3/7/1976,30.7,11.1,0,5.6,19.7,10.1,22.9,76.5,18.68
19760704,186,4/7/1976,30.7,11.1,0,5.7,19.9,12.2,27.6,92.4,18.68
19760705,187,5/7/1976,29.8,11.3,0,6.5,20.1,11.4,27.2,85.2,18.45
19760706,188,6/7/1976,28.8,10.1,0,5.4,21,8.2,20.7,66.4,17.33
19760707,189,7/7/1976,28.6,9.7,0,5.9,20.8,8.2,21,68.2,17.01
19760708,190,8/7/1976,27.8,10.2,0,6.2,20.7,7.2,19.3,57.9,17.01
19760709,191,9/7/1976,28.3,10,0,4.6,20.8,9.4,24.4,76.6,17.08
19760710,192,10/7/1976,28.3,15,0,5.9,19.5,18,46.8,100,20.14
19760711,193,11/7/1976,29.4,11.7,0,5.2,20,13.1,32,95.3,18.54
19760712,194,12/7/1976,28.4,10.9,0,4.2,17.9,10.1,26.1,77.5,17.67
19760713,195,13/07/1976,29.5,10.5,0,5,19.9,11.6,28.1,91.4,17.85
19760714,196,14/07/1976,29.5,14.6,0,7,18.6,14.7,35.7,88.5,20.36
19760715,197,15/07/1976,26.6,14.8,0,7.4,17.9,7.9,22.7,47,19.36
19760716,198,16/07/1976,25.1,12.1,0,6.3,16.6,7.3,22.9,51.7,17.13
19760717,199,17/07/1976,26.1,9,0,4.7,20.8,9.1,26.9,79.3,15.61
19760718,200,18/07/1976,27.8,10.1,0,5.7,19.7,13.1,35.1,100,16.94
19760719,201,19/07/1976,28.3,14.5,0,6.7,20.8,14.8,38.5,89.7,19.84
19760720,202,20/07/1976,27.2,13.4,0,6.9,21.6,7,19.4,45.6,18.74
19760721,203,21/07/1976,29.1,11.3,0,6.2,21.2,11.4,28.3,85.2,18.18
19760722,204,22/07/1976,28.2,12.3,0,4.5,21,16.6,43.4,100,18.45
19760723,205,23/07/1976,30.4,13.7,0,4.9,18.6,18.1,41.7,100,20.16
19760724,206,24/07/1976,31.2,18.3,0,3.6,17.4,17.4,38.3,82.8,23.29
19760725,207,25/07/1976,31.4,15.7,0,4.9,19.5,20.6,44.8,100,21.77
19760726,208,26/07/1976,32.3,19.4,0,5.4,18.2,20.6,42.6,91.5,24.39
19760727,209,27/07/1976,32.8,18.1,0,5.2,19.6,20.5,41.2,98.8,23.78
19760728,210,28/07/1976,33.6,17.8,0,5.1,20.3,20.6,39.6,100,23.91
19760729,211,29/07/1976,34.2,18.5,0,5.2,18.2,20.9,38.9,98.2,24.57
19760730,212,30/07/1976,32.1,21.3,0,6.6,18.9,21.1,44.1,83.3,25.48
19760731,213,31/07/1976,31.9,17.4,0,6.5,17.7,15,31.7,75.5,23.01
19760801,214,1/8/1976,30.5,15.5,0,7.5,18.9,13.8,31.6,78.4,21.3
19760802,215,2/8/1976,27.6,14.1,0,8.3,19.6,7.1,19.2,44.2,19.32
19760803,216,3/8/1976,27.4,13.8,0,7.7,22.6,7.9,21.6,50.1,19.06
19760804,217,4/8/1976,28.2,11.3,0,6,22.3,7.5,19.6,56,17.84
19760805,218,5/8/1976,30.7,11.3,0,5.8,22.5,9.9,22.4,74,18.8
19760806,219,6/8/1976,30.8,12.7,0,5.3,21.7,13.5,30.4,92,19.7
19760807,220,7/8/1976,30.7,12.3,0,6.5,21.5,11,24.9,76.9,19.42
19760808,221,8/8/1976,29.6,11.2,0,6.5,20.9,10.1,24.4,76,18.32
19760809,222,9/8/1976,30,10.3,0,6,21,10.4,24.5,83.1,17.92
19760810,223,10/8/1976,31,10.7,0,6.1,20.5,11.9,26.5,92.5,18.55
19760811,224,11/8/1976,31,10,0,7.2,22.7,11.9,26.5,97,18.12
19760812,225,12/8/1976,29.5,11.9,0,8.9,21.1,17.2,41.7,100,18.71
19760813,226,13/08/1976,28.4,13.5,0,6.9,20.9,7.6,19.6,49.1,19.26
19760814,227,14/08/1976,28.4,12,0,6.7,23.1,12.7,32.8,90.6,18.34
19760815,228,15/08/1976,29.8,8.5,0,7.1,23.5,9.9,23.6,89.3,16.74
19760816,229,16/08/1976,29.6,8.8,0,6.1,23.4,12.4,29.9,100,16.84
19760817,230,17/08/1976,29.9,10.1,0,6.4,22.3,10.3,24.4,83.4,17.76
19760818,231,18/08/1976,30.1,9.7,0,7.6,23.2,13.9,32.6,100,17.59
19760819,232,19/08/1976,31.6,12,0,7.1,24,9.6,20.7,68.5,19.58
19760820,233,20/08/1976,32,11,0,7.1,24.1,10.5,22.1,80,19.12
19760821,234,21/08/1976,31.4,12.9,0,6.3,23.5,13,28.3,87.4,20.05
19760822,235,22/08/1976,33,14.5,0,6.5,23,19.4,38.6,100,21.65
19760823,236,23/08/1976,33.7,14.8,0,6.7,22.1,17.5,33.5,100,22.11
19760824,237,24/08/1976,32.8,16,0,7,22.4,13.9,27.9,76.5,22.5
19760825,238,25/08/1976,31.7,17.1,0,9.1,23.9,14.2,30.4,72.9,22.75
19760826,239,26/08/1976,29.6,13.4,0,7.7,24.7,7.7,18.6,50.1,19.66
19760827,240,27/08/1976,31.2,12,0,7.8,25.1,7.1,15.6,50.7,19.42
19760828,241,28/08/1976,32.7,13.1,0,6.9,25,7.3,14.8,48.5,20.68
19760829,242,29/08/1976,34.5,14.6,0,6.3,23.5,13.2,24.1,79.5,22.3
19760830,243,30/08/1976,35.1,17.8,0,6.5,22.7,21.9,38.7,100,24.49
19760831,244,31/08/1976,34.6,19.5,0,6.2,23.2,20.7,37.6,91.4,25.34
19760901,245,1/9/1976,35.4,17.5,0,7.2,17.3,17.7,30.8,88.6,24.42
19760902,246,2/9/1976,36,17.4,0,7.2,22.3,18,30.3,90.6,24.59
19760903,247,3/9/1976,36.4,20.6,0,7,20.6,22.8,37.5,94,26.71
19760904,248,4/9/1976,36.5,20.3,0,5.7,20.8,19.3,31.6,81.1,26.56
